y,x,ref,highway,street_count,geometry
40.6594964,-73.9605524,,traffic_signals,3,POINT (-73.9605524 40.6594964)
40.65973,-73.956801,,traffic_signals,4,POINT (-73.956801 40.65973)
40.659937,-73.953461,,traffic_signals,4,POINT (-73.953461 40.659937)
40.660117,-73.950569,,traffic_signals,4,POINT (-73.950569 40.660117)
40.660297,-73.947676,,traffic_signals,4,POINT (-73.947676 40.660297)
40.660437,-73.945413,,traffic_signals,4,POINT (-73.945413 40.660437)
40.66061,-73.942611,,,4,POINT (-73.942611 40.66061)
40.660785,-73.939813,,traffic_signals,4,POINT (-73.939813 40.660785)
40.660947,-73.937188,,,3,POINT (-73.93718800000001 40.660947)
40.589965,-73.927833,,,3,POINT (-73.92783300000001 40.589965)
40.590929,-73.928897,,,4,POINT (-73.92889700000001 40.590929)
40.591883,-73.929964,,,4,POINT (-73.929964 40.591883)
40.592007,-73.930105,,,1,POINT (-73.930105 40.592007)
40.6815654,-73.8943114,,traffic_signals,4,POINT (-73.89431140000001 40.6815654)
40.6808626,-73.8937357,,,4,POINT (-73.89373569999999 40.6808626)
40.680161,-73.893185,,traffic_signals,4,POINT (-73.893185 40.680161)
40.679607,-73.893019,,stop,4,POINT (-73.893019 40.679607)
40.675091,-73.89186,,,4,POINT (-73.89185999999999 40.675091)
40.673851,-73.891544,,,4,POINT (-73.891544 40.673851)
40.672581,-73.891217,,traffic_signals,4,POINT (-73.891217 40.672581)
40.6713153,-73.8908877,,,4,POINT (-73.89088769999999 40.6713153)
40.67006,-73.890558,,,4,POINT (-73.890558 40.67006)
40.668524,-73.890165,,,4,POINT (-73.890165 40.668524)
40.66699,-73.88977,,,4,POINT (-73.88977 40.66699)
40.665453,-73.889381,,,4,POINT (-73.889381 40.665453)
40.663916,-73.888985,,,4,POINT (-73.88898500000001 40.663916)
40.6636676,-73.8889506,,traffic_signals,4,POINT (-73.8889506 40.6636676)
40.661689,-73.887568,,stop,4,POINT (-73.887568 40.661689)
40.6604313,-73.9979483,,traffic_signals,4,POINT (-73.9979483 40.6604313)
40.6622736,-74.0009656,,,1,POINT (-74.0009656 40.6622736)
40.630259,-74.038111,,,3,POINT (-74.038111 40.630259)
40.629663,-74.038352,,,3,POINT (-74.038352 40.629663)
40.629113,-74.038577,,,3,POINT (-74.038577 40.629113)
40.628497,-74.038832,,,3,POINT (-74.038832 40.628497)
40.644376,-73.971799,,,3,POINT (-73.971799 40.644376)
40.644538,-73.970317,,traffic_signals,4,POINT (-73.97031699999999 40.644538)
40.644697,-73.968871,,,3,POINT (-73.96887099999999 40.644697)
40.605482,-73.999718,,,3,POINT (-73.999718 40.605482)
40.603431,-74.001846,,,4,POINT (-74.001846 40.603431)
40.60226,-74.003067,,,4,POINT (-74.003067 40.60226)
40.601022,-74.004354,,,4,POINT (-74.00435400000001 40.601022)
40.658398,-73.919968,,,4,POINT (-73.919968 40.658398)
40.658966,-73.919089,,,4,POINT (-73.919089 40.658966)
40.659484,-73.918294,,traffic_signals,4,POINT (-73.918294 40.659484)
40.660051,-73.917419,,traffic_signals,3,POINT (-73.917419 40.660051)
40.656053,-73.923599,,traffic_signals,3,POINT (-73.923599 40.656053)
40.656552,-73.922828,,,4,POINT (-73.922828 40.656552)
40.657012,-73.922112,,,4,POINT (-73.922112 40.657012)
40.657481,-73.921404,,,4,POINT (-73.921404 40.657481)
40.653575,-73.959451,,traffic_signals,3,POINT (-73.959451 40.653575)
40.653777,-73.956164,,traffic_signals,4,POINT (-73.956164 40.653777)
40.653978,-73.952824,,traffic_signals,4,POINT (-73.95282400000001 40.653978)
40.65415,-73.94993,,traffic_signals,4,POINT (-73.94992999999999 40.65415)
40.654339,-73.947032,,traffic_signals,4,POINT (-73.94703199999999 40.654339)
40.65441,-73.946066,,traffic_signals,3,POINT (-73.946066 40.65441)
40.654472,-73.945137,,,3,POINT (-73.945137 40.654472)
40.654528,-73.944163,,traffic_signals,3,POINT (-73.944163 40.654528)
40.654576,-73.943209,,traffic_signals,4,POINT (-73.943209 40.654576)
40.654624,-73.942261,,traffic_signals,4,POINT (-73.942261 40.654624)
40.654681,-73.941327,,traffic_signals,4,POINT (-73.941327 40.654681)
40.654799,-73.939424,,traffic_signals,4,POINT (-73.939424 40.654799)
40.654858,-73.938454,,traffic_signals,4,POINT (-73.93845399999999 40.654858)
40.654916,-73.937518,,traffic_signals,4,POINT (-73.937518 40.654916)
40.654976,-73.936548,,traffic_signals,4,POINT (-73.936548 40.654976)
40.655039,-73.935578,,traffic_signals,4,POINT (-73.93557800000001 40.655039)
40.655096,-73.934645,,traffic_signals,4,POINT (-73.934645 40.655096)
40.655156,-73.933676,,traffic_signals,4,POINT (-73.93367600000001 40.655156)
40.655216,-73.932706,,traffic_signals,4,POINT (-73.932706 40.655216)
40.655273,-73.931772,,,4,POINT (-73.931772 40.655273)
40.655336,-73.930768,,traffic_signals,4,POINT (-73.930768 40.655336)
40.655398,-73.929762,,traffic_signals,4,POINT (-73.929762 40.655398)
40.655456,-73.928827,,traffic_signals,4,POINT (-73.928827 40.655456)
40.655516,-73.927856,,traffic_signals,4,POINT (-73.92785600000001 40.655516)
40.655576,-73.926888,,traffic_signals,4,POINT (-73.92688800000001 40.655576)
40.655632,-73.925953,,traffic_signals,4,POINT (-73.92595300000001 40.655632)
40.655694,-73.924983,,traffic_signals,4,POINT (-73.924983 40.655694)
40.655754,-73.924014,,,4,POINT (-73.924014 40.655754)
40.6558712,-73.9233908,,traffic_signals,3,POINT (-73.92339080000001 40.6558712)
40.592074,-73.9629924,,,4,POINT (-73.9629924 40.592074)
40.592327,-73.960736,,traffic_signals,4,POINT (-73.960736 40.592327)
40.592504,-73.959135,,,3,POINT (-73.959135 40.592504)
40.6794648,-74.0104226,,,3,POINT (-74.0104226 40.6794648)
40.679762,-74.005222,,,4,POINT (-74.005222 40.679762)
40.679548,-74.004419,,,3,POINT (-74.004419 40.679548)
40.678935,-74.001905,,traffic_signals,3,POINT (-74.00190499999999 40.678935)
40.6791703,-73.9412696,,,4,POINT (-73.9412696 40.6791703)
40.6780813,-73.9413807,,traffic_signals,4,POINT (-73.9413807 40.6780813)
40.6772,-73.941463,,traffic_signals,4,POINT (-73.941463 40.6772)
40.676421,-73.941535,,,4,POINT (-73.941535 40.676421)
40.6756419,-73.9416044,,,4,POINT (-73.9416044 40.6756419)
40.674748,-73.941694,,traffic_signals,5,POINT (-73.941694 40.674748)
40.673859,-73.941775,,,3,POINT (-73.94177500000001 40.673859)
40.672968,-73.94186,,traffic_signals,4,POINT (-73.94186000000001 40.672968)
40.672078,-73.941945,,stop,4,POINT (-73.941945 40.672078)
40.671185,-73.94203,,traffic_signals,4,POINT (-73.94203 40.671185)
40.670342,-73.942106,,,4,POINT (-73.942106 40.670342)
40.6694159,-73.9421892,,traffic_signals,4,POINT (-73.9421892 40.6694159)
40.668461,-73.942285,,traffic_signals,4,POINT (-73.942285 40.668461)
40.667622,-73.942361,,traffic_signals,4,POINT (-73.94236100000001 40.667622)
40.666727,-73.942444,,traffic_signals,4,POINT (-73.94244399999999 40.666727)
40.665838,-73.942528,,traffic_signals,4,POINT (-73.942528 40.665838)
40.664947,-73.942613,,traffic_signals,4,POINT (-73.94261299999999 40.664947)
40.664055,-73.942696,,traffic_signals,4,POINT (-73.942696 40.664055)
40.662847,-73.942829,,traffic_signals,4,POINT (-73.942829 40.662847)
40.66206,-73.942767,,traffic_signals,4,POINT (-73.942767 40.66206)
40.661321,-73.942688,,,4,POINT (-73.942688 40.661321)
40.659892,-73.94255,,,4,POINT (-73.94255 40.659892)
40.6576074,-73.942314,,,3,POINT (-73.942314 40.6576074)
40.700405,-73.944617,,,3,POINT (-73.94461699999999 40.700405)
40.7005481,-73.9444084,,,4,POINT (-73.9444084 40.7005481)
40.7014417,-73.9430797,,traffic_signals,4,POINT (-73.9430797 40.7014417)
40.604282,-73.97305,,traffic_signals,3,POINT (-73.97305 40.604282)
40.601702,-73.973408,,traffic_signals,4,POINT (-73.97340800000001 40.601702)
40.599221,-73.973755,,traffic_signals,4,POINT (-73.973755 40.599221)
40.596883,-73.974083,,traffic_signals,4,POINT (-73.97408299999999 40.596883)
40.596598,-73.974124,,,3,POINT (-73.974124 40.596598)
40.594017,-73.974652,,,3,POINT (-73.97465200000001 40.594017)
40.592191,-73.974913,,,4,POINT (-73.974913 40.592191)
40.7110406,-73.9605954,,,3,POINT (-73.9605954 40.7110406)
40.5780154,-73.9668026,,,3,POINT (-73.96680259999999 40.5780154)
40.578586,-73.9883915,,,3,POINT (-73.98839150000001 40.578586)
40.576287,-73.9879499,,traffic_signals,4,POINT (-73.9879499 40.576287)
40.5746412,-73.9876346,,traffic_signals,4,POINT (-73.98763460000001 40.5746412)
40.613756,-73.920819,,,3,POINT (-73.92081899999999 40.613756)
40.6121215,-73.9190067,,traffic_signals,3,POINT (-73.9190067 40.6121215)
40.648539,-73.924249,,traffic_signals,4,POINT (-73.924249 40.648539)
40.6481859,-73.9241609,,,3,POINT (-73.9241609 40.6481859)
40.64668,-73.924019,,,4,POINT (-73.924019 40.64668)
40.6448075,-73.9238204,,traffic_signals,5,POINT (-73.9238204 40.6448075)
40.642499,-73.923565,,,4,POINT (-73.923565 40.642499)
40.640495,-73.923375,,,3,POINT (-73.92337499999999 40.640495)
40.640177,-73.923354,,,1,POINT (-73.923354 40.640177)
40.638837,-73.923168,,,3,POINT (-73.923168 40.638837)
40.6378629,-73.9230511,,traffic_signals,4,POINT (-73.9230511 40.6378629)
40.635543,-73.922832,,traffic_signals,4,POINT (-73.922832 40.635543)
40.633209,-73.922587,,traffic_signals,4,POINT (-73.92258699999999 40.633209)
40.630866,-73.922335,,traffic_signals,4,POINT (-73.922335 40.630866)
40.62973,-73.922215,,traffic_signals,4,POINT (-73.92221499999999 40.62973)
40.628528,-73.922087,,traffic_signals,4,POINT (-73.922087 40.628528)
40.62619,-73.921836,,traffic_signals,4,POINT (-73.921836 40.62619)
40.623919,-73.921594,,stop,4,POINT (-73.921594 40.623919)
40.621718,-73.921359,,,4,POINT (-73.921359 40.621718)
40.619309,-73.921102,,traffic_signals,4,POINT (-73.921102 40.619309)
40.618123,-73.920971,,,3,POINT (-73.92097099999999 40.618123)
40.616972,-73.920852,,stop,4,POINT (-73.920852 40.616972)
40.614839,-73.920624,,stop,4,POINT (-73.920624 40.614839)
40.613943,-73.920527,,,3,POINT (-73.92052700000001 40.613943)
40.6574971,-73.9251983,,,3,POINT (-73.92519830000001 40.6574971)
40.65698,-73.925141,,,4,POINT (-73.925141 40.65698)
40.654162,-73.924821,,traffic_signals,4,POINT (-73.92482099999999 40.654162)
40.6525,-73.92464,,traffic_signals,4,POINT (-73.92464 40.6525)
40.650469,-73.924421,,traffic_signals,4,POINT (-73.924421 40.650469)
40.701637,-73.942267,,,4,POINT (-73.942267 40.701637)
40.702346,-73.9423855,,traffic_signals,4,POINT (-73.9423855 40.702346)
40.703053,-73.942495,,,4,POINT (-73.94249499999999 40.703053)
40.7037451,-73.9426108,,traffic_signals,4,POINT (-73.9426108 40.7037451)
40.704473,-73.942734,,traffic_signals,4,POINT (-73.942734 40.704473)
40.705182,-73.94285,,,4,POINT (-73.94285000000001 40.705182)
40.705888,-73.942966,,,4,POINT (-73.942966 40.705888)
40.706597,-73.943086,,traffic_signals,4,POINT (-73.94308599999999 40.706597)
40.707335,-73.943202,,traffic_signals,4,POINT (-73.943202 40.707335)
40.708071,-73.943322,,,4,POINT (-73.94332199999999 40.708071)
40.708781,-73.94344,,,4,POINT (-73.94344 40.708781)
40.710901,-73.943788,,traffic_signals,4,POINT (-73.943788 40.710901)
40.711641,-73.943911,,traffic_signals,4,POINT (-73.943911 40.711641)
40.712378,-73.944032,,,4,POINT (-73.94403200000001 40.712378)
40.713087,-73.944148,,traffic_signals,4,POINT (-73.944148 40.713087)
40.713796,-73.944265,,traffic_signals,4,POINT (-73.944265 40.713796)
40.714532,-73.944388,,traffic_signals,4,POINT (-73.944388 40.714532)
40.715228,-73.9444991,,traffic_signals,4,POINT (-73.9444991 40.715228)
40.715939,-73.944615,,traffic_signals,4,POINT (-73.944615 40.715939)
40.716649,-73.944734,,,4,POINT (-73.944734 40.716649)
40.717357,-73.94485,,traffic_signals,4,POINT (-73.94485 40.717357)
40.718066,-73.944966,,traffic_signals,4,POINT (-73.94496599999999 40.718066)
40.718782,-73.945084,,,4,POINT (-73.94508399999999 40.718782)
40.718874,-73.945108,,,3,POINT (-73.945108 40.718874)
40.720159,-73.946041,,,4,POINT (-73.94604099999999 40.720159)
40.720789,-73.946503,,,4,POINT (-73.94650300000001 40.720789)
40.722144,-73.947234,,,3,POINT (-73.94723399999999 40.722144)
40.722727,-73.947474,,,4,POINT (-73.947474 40.722727)
40.639919,-73.910438,,,3,POINT (-73.910438 40.639919)
40.641734,-73.911567,,,3,POINT (-73.91156700000001 40.641734)
40.58077,-73.965555,,traffic_signals,3,POINT (-73.96555499999999 40.58077)
40.5801713,-73.9653461,,,3,POINT (-73.9653461 40.5801713)
40.579364,-73.965046,,,3,POINT (-73.965046 40.579364)
40.579005,-73.9649152,,,4,POINT (-73.96491519999999 40.579005)
40.577018,-73.96419,,,4,POINT (-73.96419 40.577018)
40.575631,-73.96394,,,3,POINT (-73.96393999999999 40.575631)
40.582068,-73.965632,,,3,POINT (-73.965632 40.582068)
40.58181,-73.965691,,,3,POINT (-73.96569100000001 40.58181)
40.581266,-73.965814,,,3,POINT (-73.96581399999999 40.581266)
40.580689,-73.965945,,,3,POINT (-73.965945 40.580689)
40.646342,-73.994687,,,3,POINT (-73.994687 40.646342)
40.645598,-73.994528,,traffic_signals,4,POINT (-73.994528 40.645598)
40.644536,-73.994268,,,4,POINT (-73.99426800000001 40.644536)
40.643603,-73.994241,,traffic_signals,4,POINT (-73.994241 40.643603)
40.643301,-73.99426,,traffic_signals,4,POINT (-73.99426 40.643301)
40.642711,-73.994273,,,4,POINT (-73.99427300000001 40.642711)
40.641807,-73.99429,,,4,POINT (-73.99429000000001 40.641807)
40.640914,-73.99431,,,4,POINT (-73.99431 40.640914)
40.639154,-73.994426,,,4,POINT (-73.994426 40.639154)
40.638308,-73.994536,,,4,POINT (-73.994536 40.638308)
40.63746,-73.99464,,,4,POINT (-73.99464 40.63746)
40.635761,-73.994846,,traffic_signals,4,POINT (-73.994846 40.635761)
40.634916,-73.994962,,,4,POINT (-73.994962 40.634916)
40.634077,-73.995075,,,4,POINT (-73.995075 40.634077)
40.633227,-73.99518,,,4,POINT (-73.99518 40.633227)
40.632391,-73.995293,,,4,POINT (-73.995293 40.632391)
40.631881,-73.995394,,,4,POINT (-73.995394 40.631881)
40.631575,-73.99546,,traffic_signals,4,POINT (-73.99545999999999 40.631575)
40.630789,-73.995677,,,4,POINT (-73.995677 40.630789)
40.630015,-73.995896,,traffic_signals,4,POINT (-73.995896 40.630015)
40.629232,-73.996115,,,4,POINT (-73.996115 40.629232)
40.627641,-73.996557,,,4,POINT (-73.996557 40.627641)
40.626826,-73.996788,,,4,POINT (-73.996788 40.626826)
40.626062,-73.997017,,,4,POINT (-73.997017 40.626062)
40.625289,-73.997241,,,4,POINT (-73.997241 40.625289)
40.62452,-73.997484,,,4,POINT (-73.997484 40.62452)
40.62368,-73.997713,,,4,POINT (-73.997713 40.62368)
40.622833,-73.997941,,,4,POINT (-73.997941 40.622833)
40.622567,-73.997986,,,4,POINT (-73.997986 40.622567)
40.6216577,-73.9982816,,,3,POINT (-73.9982816 40.6216577)
40.621259,-73.998389,,,4,POINT (-73.998389 40.621259)
40.620502,-73.998595,,,4,POINT (-73.99859499999999 40.620502)
40.619721,-73.998812,,,4,POINT (-73.998812 40.619721)
40.618946,-73.999036,,,4,POINT (-73.999036 40.618946)
40.618178,-73.999271,,,4,POINT (-73.99927099999999 40.618178)
40.617628,-73.999426,,,4,POINT (-73.999426 40.617628)
40.6174088,-73.999493,,,4,POINT (-73.999493 40.6174088)
40.616621,-73.999709,,,4,POINT (-73.999709 40.616621)
40.615782,-73.999944,,,4,POINT (-73.999944 40.615782)
40.614951,-74.000192,,,4,POINT (-74.000192 40.614951)
40.6141787,-74.0004133,,traffic_signals,4,POINT (-74.00041330000001 40.6141787)
40.613394,-74.000627,,,4,POINT (-74.00062699999999 40.613394)
40.612616,-74.000842,,,4,POINT (-74.00084200000001 40.612616)
40.612388,-74.000911,,,4,POINT (-74.000911 40.612388)
40.61183,-74.001073,,,4,POINT (-74.00107300000001 40.61183)
40.6110871,-74.0013423,,,4,POINT (-74.0013423 40.6110871)
40.6109155,-74.0013792,,,3,POINT (-74.0013792 40.6109155)
40.609137,-74.001853,,,4,POINT (-74.001853 40.609137)
40.608003,-74.001718,,,4,POINT (-74.001718 40.608003)
40.607676,-74.00171,,,4,POINT (-74.00171 40.607676)
40.606635,-74.001624,,,3,POINT (-74.00162400000001 40.606635)
40.622651,-73.984032,,,1,POINT (-73.984032 40.622651)
40.622213,-73.984492,,,3,POINT (-73.984492 40.622213)
40.679767,-73.893995,,,3,POINT (-73.893995 40.679767)
40.679477,-73.893928,,,4,POINT (-73.893928 40.679477)
40.674956,-73.892766,,,4,POINT (-73.89276599999999 40.674956)
40.673715,-73.892447,,,4,POINT (-73.892447 40.673715)
40.672449,-73.892124,,traffic_signals,4,POINT (-73.892124 40.672449)
40.6711778,-73.8917999,,,4,POINT (-73.8917999 40.6711778)
40.669926,-73.891481,,traffic_signals,4,POINT (-73.891481 40.669926)
40.66839,-73.891086,,,4,POINT (-73.891086 40.66839)
40.666852,-73.890694,,,4,POINT (-73.890694 40.666852)
40.665312,-73.890299,,,4,POINT (-73.890299 40.665312)
40.663778,-73.889907,,,4,POINT (-73.88990699999999 40.663778)
40.663295,-73.889785,,,4,POINT (-73.889785 40.663295)
40.661338,-73.888385,,,4,POINT (-73.888385 40.661338)
40.6790967,-73.9520098,,,2,POINT (-73.9520098 40.6790967)
40.678963,-73.949647,,,3,POINT (-73.949647 40.678963)
40.653454,-73.89761,,,3,POINT (-73.89761 40.653454)
40.651881,-73.895861,,,3,POINT (-73.895861 40.651881)
40.650403,-73.894213,,traffic_signals,4,POINT (-73.89421299999999 40.650403)
40.6488619,-73.8925055,,traffic_signals,4,POINT (-73.8925055 40.6488619)
40.647256,-73.89071,,,3,POINT (-73.89071 40.647256)
40.646697,-73.890094,,,3,POINT (-73.890094 40.646697)
40.646174,-73.889521,,,3,POINT (-73.889521 40.646174)
40.64563,-73.888901,,,3,POINT (-73.888901 40.64563)
40.644548,-73.887697,,,3,POINT (-73.887697 40.644548)
40.643985,-73.887074,,,3,POINT (-73.887074 40.643985)
40.643434,-73.886459,,,3,POINT (-73.886459 40.643434)
40.6429024,-73.8858404,,,3,POINT (-73.88584040000001 40.6429024)
40.642357,-73.885253,,,3,POINT (-73.88525300000001 40.642357)
40.641801,-73.884643,,,4,POINT (-73.884643 40.641801)
40.641277,-73.884058,,,4,POINT (-73.884058 40.641277)
40.640727,-73.883443,,,4,POINT (-73.883443 40.640727)
40.640189,-73.882843,,,4,POINT (-73.88284299999999 40.640189)
40.639638,-73.882234,,,3,POINT (-73.882234 40.639638)
40.6391117,-73.8816303,,,4,POINT (-73.8816303 40.6391117)
40.6813093,-73.9476299,,,3,POINT (-73.9476299 40.6813093)
40.6851003,-73.994579,,,3,POINT (-73.994579 40.6851003)
40.684178,-73.992192,,,4,POINT (-73.992192 40.684178)
40.683319,-73.989992,,,3,POINT (-73.989992 40.683319)
40.681642,-73.985672,,stop,4,POINT (-73.98567199999999 40.681642)
40.6799337,-73.981265,,traffic_signals,4,POINT (-73.98126499999999 40.6799337)
40.697737,-73.960925,,,3,POINT (-73.960925 40.697737)
40.69784,-73.960065,,,4,POINT (-73.960065 40.69784)
40.697933,-73.959291,,,1,POINT (-73.95929099999999 40.697933)
40.677033,-73.878662,,,4,POINT (-73.87866200000001 40.677033)
40.67579,-73.878354,,,4,POINT (-73.878354 40.67579)
40.6745416,-73.8780424,,,4,POINT (-73.8780424 40.6745416)
40.6732528,-73.8777257,,,4,POINT (-73.8777257 40.6732528)
40.671997,-73.877412,,,4,POINT (-73.87741200000001 40.671997)
40.67046,-73.877027,,,4,POINT (-73.877027 40.67046)
40.666962,-73.87532,,,4,POINT (-73.87532 40.666962)
40.663994,-73.873121,,,4,POINT (-73.873121 40.663994)
40.662513,-73.872007,,,4,POINT (-73.872007 40.662513)
40.661158,-73.871003,,,4,POINT (-73.871003 40.661158)
40.6597308,-73.8699582,,,3,POINT (-73.8699582 40.6597308)
40.6632302,-73.9315984,,traffic_signals,5,POINT (-73.9315984 40.6632302)
40.6627823,-73.9310894,,,3,POINT (-73.9310894 40.6627823)
40.6622525,-73.930496,,,3,POINT (-73.93049600000001 40.6622525)
40.6613225,-73.9294561,,,3,POINT (-73.9294561 40.6613225)
40.66095,-73.929052,,traffic_signals,4,POINT (-73.929052 40.66095)
40.6607699,-73.9288553,,,3,POINT (-73.9288553 40.6607699)
40.660177,-73.928193,,traffic_signals,3,POINT (-73.92819299999999 40.660177)
40.6593248,-73.9272376,,traffic_signals,4,POINT (-73.9272376 40.6593248)
40.6586592,-73.9264992,,traffic_signals,3,POINT (-73.92649919999999 40.6586592)
40.6584363,-73.9262333,,,3,POINT (-73.92623330000001 40.6584363)
40.65768,-73.925407,,traffic_signals,3,POINT (-73.92540700000001 40.65768)
40.657065,-73.9247197,,traffic_signals,3,POINT (-73.9247197 40.657065)
40.656423,-73.9240019,,,3,POINT (-73.92400189999999 40.656423)
40.655421,-73.922889,,,3,POINT (-73.922889 40.655421)
40.6546323,-73.9220122,,traffic_signals,5,POINT (-73.9220122 40.6546323)
40.6543559,-73.9217107,,traffic_signals,6,POINT (-73.92171070000001 40.6543559)
40.6535561,-73.920813,,traffic_signals,3,POINT (-73.920813 40.6535561)
40.652789,-73.919962,,traffic_signals,4,POINT (-73.919962 40.652789)
40.651158,-73.918137,,traffic_signals,4,POINT (-73.918137 40.651158)
40.649527,-73.91632,,traffic_signals,4,POINT (-73.91632 40.649527)
40.648101,-73.914732,,traffic_signals,4,POINT (-73.914732 40.648101)
40.6464896,-73.9129219,,,3,POINT (-73.9129219 40.6464896)
40.6462771,-73.9126692,,traffic_signals,4,POINT (-73.9126692 40.6462771)
40.645405,-73.911728,,,3,POINT (-73.911728 40.645405)
40.6448758,-73.9111471,,traffic_signals,5,POINT (-73.91114709999999 40.6448758)
40.644038,-73.910206,,,4,POINT (-73.910206 40.644038)
40.643204,-73.90928,,traffic_signals,4,POINT (-73.90928 40.643204)
40.642675,-73.908689,,,3,POINT (-73.908689 40.642675)
40.64173,-73.907637,,traffic_signals,4,POINT (-73.90763699999999 40.64173)
40.640873,-73.906687,,,3,POINT (-73.90668700000001 40.640873)
40.640238,-73.905972,,traffic_signals,4,POINT (-73.90597200000001 40.640238)
40.638578,-73.90413,,traffic_signals,4,POINT (-73.90412999999999 40.638578)
40.6368291,-73.9021864,,traffic_signals,4,POINT (-73.90218640000001 40.6368291)
40.636094,-73.901363,,,3,POINT (-73.901363 40.636094)
40.635314,-73.900495,,traffic_signals,4,POINT (-73.90049500000001 40.635314)
40.633682,-73.898677,,traffic_signals,4,POINT (-73.89867700000001 40.633682)
40.63205,-73.89686,,traffic_signals,4,POINT (-73.89686 40.63205)
40.6304241,-73.8950328,,,4,POINT (-73.8950328 40.6304241)
40.6435544,-73.9074751,,,3,POINT (-73.9074751 40.6435544)
40.6456171,-73.9042297,,,3,POINT (-73.9042297 40.6456171)
40.646143,-73.903435,,,3,POINT (-73.903435 40.646143)
40.6467625,-73.902622,,,1,POINT (-73.90262199999999 40.6467625)
40.7119171,-73.9680168,,,4,POINT (-73.9680168 40.7119171)
40.711649,-73.967233,,,3,POINT (-73.96723299999999 40.711649)
40.711378,-73.966446,,traffic_signals,4,POINT (-73.966446 40.711378)
40.711007,-73.965369,,,4,POINT (-73.965369 40.711007)
40.710477,-73.963839,,traffic_signals,3,POINT (-73.96383899999999 40.710477)
40.581068,-74.001818,,crossing,3,POINT (-74.001818 40.581068)
40.579066,-74.002109,,,1,POINT (-74.002109 40.579066)
40.5771359,-74.0011047,,traffic_signals,3,POINT (-74.0011047 40.5771359)
40.5748842,-74.0006735,,crossing,4,POINT (-74.0006735 40.5748842)
40.6783666,-73.9081367,,,3,POINT (-73.9081367 40.6783666)
40.6784343,-73.9074205,,,3,POINT (-73.9074205 40.6784343)
40.6784844,-73.9070074,,,3,POINT (-73.9070074 40.6784844)
40.6785855,-73.9061262,,,4,POINT (-73.9061262 40.6785855)
40.6787803,-73.9044667,,,3,POINT (-73.9044667 40.6787803)
40.6789451,-73.9035789,,,3,POINT (-73.9035789 40.6789451)
40.6786309,-73.9071918,,,3,POINT (-73.90719180000001 40.6786309)
40.621252,-74.021178,,,3,POINT (-74.02117800000001 40.621252)
40.6104216,-73.9849928,,traffic_signals,4,POINT (-73.9849928 40.6104216)
40.610117,-73.984887,,stop,4,POINT (-73.984887 40.610117)
40.6075556,-73.9844075,,traffic_signals,4,POINT (-73.9844075 40.6075556)
40.605596,-73.984035,,traffic_signals,4,POINT (-73.98403500000001 40.605596)
40.605409,-73.983997,,traffic_signals,4,POINT (-73.983997 40.605409)
40.602957,-73.983532,,,4,POINT (-73.983532 40.602957)
40.600634,-73.983092,,traffic_signals,4,POINT (-73.983092 40.600634)
40.598243,-73.982639,,traffic_signals,4,POINT (-73.98263900000001 40.598243)
40.5960023,-73.9822123,,traffic_signals,4,POINT (-73.9822123 40.5960023)
40.595044,-73.982032,,,3,POINT (-73.982032 40.595044)
40.5947737,-73.9819668,,traffic_signals,4,POINT (-73.9819668 40.5947737)
40.5938668,-73.9817898,,stop,4,POINT (-73.9817898 40.5938668)
40.591484,-73.981319,,,3,POINT (-73.981319 40.591484)
40.5893595,-73.9809274,,,3,POINT (-73.9809274 40.5893595)
40.588494,-73.92754,,,1,POINT (-73.92753999999999 40.588494)
40.588996,-73.92675,,,3,POINT (-73.92675 40.588996)
40.58919,-73.926445,,,4,POINT (-73.926445 40.58919)
40.589387,-73.92614,,,3,POINT (-73.92614 40.589387)
40.589579,-73.925844,,,3,POINT (-73.925844 40.589579)
40.589775,-73.925543,,,3,POINT (-73.925543 40.589775)
40.589975,-73.925239,,,3,POINT (-73.925239 40.589975)
40.590167,-73.924938,,,3,POINT (-73.924938 40.590167)
40.590365,-73.924639,,,4,POINT (-73.924639 40.590365)
40.590559,-73.924337,,,3,POINT (-73.92433699999999 40.590559)
40.590755,-73.924031,,,3,POINT (-73.924031 40.590755)
40.590948,-73.9237322,,,3,POINT (-73.9237322 40.590948)
40.62621,-73.970861,,,3,POINT (-73.970861 40.62621)
40.6245357,-73.9719424,,traffic_signals,4,POINT (-73.9719424 40.6245357)
40.6239581,-73.9724274,,traffic_signals,4,POINT (-73.9724274 40.6239581)
40.6236265,-73.9727491,,,3,POINT (-73.9727491 40.6236265)
40.6229109,-73.9734249,,traffic_signals,3,POINT (-73.9734249 40.6229109)
40.6220043,-73.9742795,,,3,POINT (-73.97427949999999 40.6220043)
40.6208857,-73.975285,,traffic_signals,4,POINT (-73.975285 40.6208857)
40.6172845,-73.9778448,,traffic_signals,4,POINT (-73.9778448 40.6172845)
40.6167082,-73.9784563,,traffic_signals,4,POINT (-73.9784563 40.6167082)
40.6161213,-73.9790496,,traffic_signals,4,POINT (-73.9790496 40.6161213)
40.6155566,-73.9796327,,traffic_signals,4,POINT (-73.9796327 40.6155566)
40.6150245,-73.9802108,,traffic_signals,4,POINT (-73.98021079999999 40.6150245)
40.614449,-73.9807989,,traffic_signals,4,POINT (-73.9807989 40.614449)
40.6138483,-73.9814248,,traffic_signals,4,POINT (-73.9814248 40.6138483)
40.6135172,-73.9817561,,,3,POINT (-73.9817561 40.6135172)
