,node,y,x,ref,highway,street_count
0,39076461,40.7864093,-73.7946273,33,motorway_junction,3
1,39076490,40.7624294,-73.7570906,31W,motorway_junction,3
2,39076504,40.7534671,-73.7441643,30W,motorway_junction,3
3,42421728,40.7980478,-73.9600437,,traffic_signals,3
4,42421731,40.798645,-73.9614743,,traffic_signals,4
5,42421737,40.7992545,-73.962886,,traffic_signals,4
6,42421741,40.8004313,-73.9657046,,traffic_signals,4
7,42421745,40.8014007,-73.9679942,,traffic_signals,4
8,42421749,40.8016441,-73.9685711,,traffic_signals,4
9,42421751,40.8022679,-73.9700504,,,3
10,42421769,40.7826383,-73.9750067,,traffic_signals,3
11,42421772,40.783828,-73.9778254,,traffic_signals,4
12,42421775,40.7845691,-73.9795827,,traffic_signals,4
13,42421776,40.7850311,-73.9806779,,traffic_signals,4
14,42421778,40.7855935,-73.9820114,,,3
15,42421783,40.8593027,-73.9313326,,traffic_signals,5
16,42421785,40.858744,-73.930122,,,3
17,42421786,40.859012,-73.927625,,,3
18,42421791,40.859944,-73.926786,,,3
19,42421800,40.7839863,-73.9703136,,traffic_signals,3
20,42421803,40.7851818,-73.9731496,,traffic_signals,4
21,42421806,40.7863627,-73.9759753,,traffic_signals,4
22,42421809,40.7870877,-73.9776927,,traffic_signals,4
23,42421810,40.7875673,-73.9788289,,traffic_signals,4
24,42421820,40.7885135,-73.9810702,,traffic_signals,3
25,42421828,40.725326,-73.976212,,,3
26,42421852,40.8126219,-73.9568234,,,3
27,42421857,40.8138307,-73.9598214,,traffic_signals,4
28,42421865,40.814184,-73.9606929,,,3
29,42421877,40.7328569,-73.9959291,,traffic_signals,4
30,42421889,40.7341463,-73.9991816,,traffic_signals,4
31,42421941,40.704221,-74.0087998,,traffic_signals,3
32,42421946,40.703813,-74.008325,,,3
33,42421951,40.7033242,-74.0077787,,traffic_signals,4
34,42421960,40.7041084,-74.0089696,,traffic_signals,4
35,42421965,40.7032082,-74.0079771,,traffic_signals,4
36,42421969,40.769279,-73.9810202,,traffic_signals,3
37,42421972,40.7697921,-73.9822548,,traffic_signals,4
38,42421974,40.7704805,-73.9838467,,traffic_signals,3
39,42421982,40.7716682,-73.9866896,,traffic_signals,4
40,42421985,40.7728658,-73.9895487,,traffic_signals,4
41,42421993,40.7872303,-73.9679486,,traffic_signals,3
42,42421996,40.7884325,-73.9707862,,traffic_signals,4
43,42422000,40.7896131,-73.9736025,,traffic_signals,4
44,42422006,40.7902552,-73.9751319,,traffic_signals,4
45,42422016,40.7908174,-73.9764565,,traffic_signals,4
46,42422018,40.7917606,-73.9786893,,traffic_signals,3
47,42422026,40.7115654,-74.0158085,,traffic_signals,3
48,42422028,40.7110102,-74.0143968,,traffic_signals,5
49,42422035,40.7101452,-74.0126714,,,4
50,42422038,40.709687,-74.011674,,traffic_signals,3
51,42422042,40.7091439,-74.010521,,traffic_signals,4
52,42422050,40.708614,-74.009371,,,4
53,42422053,40.7077219,-74.008269,,,4
54,42422086,40.801654,-73.933383,,,3
55,42422110,40.8021373,-73.9337863,,,3
56,42422168,40.8021279,-73.9328482,,,3
57,42422207,40.8006413,-73.9310755,,,3
58,42422258,40.7482137,-74.0074126,,traffic_signals,3
59,42422270,40.7064526,-74.002383,2,motorway_junction,3
60,42422283,40.7094916,-74.001657,,traffic_signals,5
61,42422359,40.7979661,-73.9223431,,,3
62,42422366,40.7854139,-73.9836866,,,4
63,42422399,40.7880898,-73.982724,,,3
64,42422509,40.7380812,-73.973672,,,3
65,42422530,40.759667,-73.9582334,,,3
66,42422545,40.7851419,-73.9841938,,,3
67,42422592,40.7849838,-73.9826637,,traffic_signals,4
68,42422899,40.7456771,-73.9721195,,traffic_signals,4
69,42423020,40.7460933,-73.9749173,,traffic_signals,5
70,42423039,40.7165061,-73.9756975,,,3
71,42423051,40.7188498,-73.9747446,,traffic_signals,4
72,42423070,40.7835427,-73.9853308,,motorway_junction,3
73,42423101,40.8442431,-73.9337066,,traffic_signals,4
74,42423116,40.8461493,-73.9323138,,traffic_signals,3
75,42423170,40.8026802,-73.9326138,,motorway_junction,3
76,42423189,40.8033714,-73.9329248,,traffic_signals,4
77,42423203,40.8027007,-73.9334044,,traffic_signals,4
78,42423295,40.71325,-73.977586,,traffic_signals,5
79,42423296,40.7124485,-73.9777809,,,3
80,42423307,40.7107361,-73.9816369,,,3
81,42423331,40.7858009,-73.9837441,,motorway_junction,3
82,42423456,40.7237914,-74.006113,,traffic_signals,5
83,42423514,40.724504,-74.007029,,,6
84,42423549,40.7210513,-73.9747141,5,motorway_junction,3
85,42423564,40.7589757,-73.964501,,traffic_signals,3
86,42423565,40.7596362,-73.9639971,,traffic_signals,4
87,42423579,40.7595738,-73.960551,,,3
88,42423674,40.766876,-73.979076,,traffic_signals,3
89,42423752,40.7620792,-73.9619892,,traffic_signals,4
90,42423774,40.738358,-73.9737798,,,3
91,42423832,40.7588307,-73.9987308,,,3
92,42423836,40.7593876,-73.9969538,,,3
93,42423847,40.7588687,-73.9992177,,,3
94,42423885,40.7577413,-73.9968472,,traffic_signals,4
95,42424025,40.7828637,-73.943749,,traffic_signals,5
96,42424032,40.7803049,-73.9856663,,traffic_signals,3
97,42424089,40.7606212,-73.9643559,,traffic_signals,5
98,42424109,40.794774,-73.9304732,16,motorway_junction,3
99,42424117,40.7944866,-73.9318124,,,3
100,42424133,40.793786,-73.9322343,,,3
101,42424142,40.7696458,-73.9483958,,,3
102,42424145,40.7687012,-73.9491484,,,3
103,42424218,40.769378,-73.9950384,,traffic_signals,3
104,42424225,40.7794868,-73.9735933,,traffic_signals,3
105,42424235,40.817189,-73.934463,,stop,4
106,42424258,40.7217241,-74.0067668,1,motorway_junction,3
107,42424334,40.7211998,-74.0079995,2,motorway_junction,3
108,42424347,40.7209099,-74.0078146,3,motorway_junction,3
109,42424354,40.7208183,-74.0075453,4,motorway_junction,3
110,42424408,40.7219848,-74.0082309,,traffic_signals,4
111,42424439,40.7916653,-73.9646868,,traffic_signals,4
112,42424521,40.706675,-74.0142358,,,3
113,42424531,40.8295922,-73.9352284,,,3
114,42424551,40.8305583,-73.9356498,,,3
115,42424576,40.8304897,-73.9362839,,,3
116,42424610,40.7206456,-74.008466,,traffic_signals,5
117,42424619,40.7237578,-74.0079297,,traffic_signals,5
118,42424630,40.7244054,-74.0070994,,,3
119,42424641,40.7146116,-73.9768601,,stop,3
120,42424672,40.7593082,-73.9592519,,traffic_signals,4
121,42424679,40.820283,-73.959539,,,3
122,42424698,40.8232976,-73.9570228,,,3
123,42424701,40.8197265,-73.9601312,,,3
124,42424703,40.8186803,-73.9610583,,traffic_signals,3
125,42424706,40.8180007,-73.9618103,,,3
126,42424757,40.8069238,-73.9355687,,traffic_signals,4
127,42424758,40.806716,-73.934989,,,3
128,42424789,40.7576654,-73.9948115,,traffic_signals,4
129,42424851,40.784623,-73.9698495,,traffic_signals,3
130,42424864,40.7244132,-74.0059302,,traffic_signals,3
131,42424937,40.8105617,-73.967223,,motorway_junction,3
132,42425088,40.8176607,-73.9610256,,traffic_signals,4
133,42425100,40.715649,-73.977917,,,3
134,42425127,40.791722,-73.952984,,traffic_signals,3
135,42425188,40.7856571,-73.98426,,,3
136,42425232,40.7923746,-73.9641691,,traffic_signals,4
137,42425242,40.8203291,-73.9596517,,,3
138,42425348,40.7955122,-73.9760076,,traffic_signals,4
139,42425417,40.8283867,-73.93488,,,3
140,42425425,40.8156499,-73.9344467,,,3
141,42425484,40.8150259,-73.9343624,,,3
142,42425570,40.7941945,-73.9628627,,traffic_signals,3
143,42425681,40.7993084,-73.9291241,18,motorway_junction,3
144,42425747,40.803474,-73.9312445,,,3
145,42425758,40.8310339,-73.9359788,,traffic_signals,3
146,42425780,40.8668641,-73.9309781,,,3
147,42425945,40.785664,-73.9847324,,,3
148,42425955,40.714372,-74.00044,,traffic_signals,3
149,42425959,40.8692662,-73.9318334,,,1
150,42426060,40.7239092,-74.0075216,,,3
151,42426089,40.723454,-74.0074947,,,3
152,42426135,40.8039448,-73.9323547,,,4
153,42426374,40.7982184,-73.9523894,,traffic_signals,3
154,42426665,40.8341389,-73.9370767,,,4
155,42426747,40.7024415,-74.0128371,,traffic_signals,4
156,42426799,40.8023907,-73.9303177,17,motorway_junction,3
157,42426805,40.79239,-73.9368087,,,3
158,42426810,40.8349981,-73.9354595,,,3
159,42426816,40.7472719,-73.9758369,,traffic_signals,4
160,42426851,40.74693,-73.9692725,,,3
161,42426865,40.7373813,-73.9745237,7,motorway_junction,3
162,42426875,40.7369806,-73.9748941,,,3
163,42426957,40.8063093,-73.9348385,,,3
164,42426968,40.8179052,-73.9342568,,,3
165,42426971,40.8187778,-73.934348,22,motorway_junction,3
166,42427009,40.7904084,-73.9367296,15,motorway_junction,3
167,42427012,40.7896936,-73.9373914,,,3
168,42427016,40.847737,-73.9311538,,,3
169,42427030,40.7652791,-73.9521298,,,3
170,42427036,40.7665113,-73.9510319,,,3
171,42427086,40.8353715,-73.9441039,,traffic_signals,4
172,42427112,40.8363811,-73.9445746,,traffic_signals,4
173,42427115,40.8370771,-73.9442977,,traffic_signals,4
174,42427122,40.8377866,-73.9440172,,traffic_signals,4
175,42427126,40.8384634,-73.9437512,,traffic_signals,4
176,42427128,40.839174,-73.943465,,traffic_signals,3
177,42427133,40.840193,-73.943066,,traffic_signals,4
178,42427136,40.842154,-73.942279,,traffic_signals,3
179,42427139,40.84281,-73.942013,,traffic_signals,4
180,42427143,40.843443,-73.9416398,,traffic_signals,4
181,42427146,40.844049,-73.941142,,traffic_signals,4
182,42427150,40.844686,-73.940795,,traffic_signals,4
183,42427152,40.845369,-73.940518,,traffic_signals,4
184,42427156,40.846048,-73.940241,,traffic_signals,3
185,42427159,40.846519,-73.940061,,traffic_signals,3
186,42427164,40.84721,-73.939779,,traffic_signals,4
187,42427168,40.847838,-73.939524,,traffic_signals,4
188,42427185,40.8499781,-73.9386594,,traffic_signals,4
189,42427190,40.850909,-73.938284,,traffic_signals,4
190,42427196,40.852128,-73.937819,,traffic_signals,4
191,42427206,40.85338,-73.937435,,traffic_signals,3
192,42427212,40.855125,-73.9369033,,traffic_signals,3
193,42427216,40.857109,-73.935602,,traffic_signals,4
194,42427236,40.7116883,-74.0058474,,stop,3
195,42427242,40.710185,-74.0042501,,traffic_signals,3
196,42427249,40.706993,-74.0064696,,,3
197,42427251,40.706375,-74.005691,,,4
198,42427254,40.7059974,-74.0052131,,,4
199,42427256,40.7054111,-74.0044746,,,3
200,42427278,40.7136499,-74.0036256,,traffic_signals,4
201,42427290,40.7142983,-74.0026161,,traffic_signals,3
202,42427300,40.7151767,-74.0021357,,traffic_signals,4
203,42427305,40.7157471,-74.0016907,,traffic_signals,4
204,42427307,40.71693,-74.000818,,traffic_signals,3
205,42427311,40.717619,-74.000274,,traffic_signals,4
206,42427316,40.718016,-73.9999554,,traffic_signals,4
207,42427319,40.7186723,-73.9994292,,traffic_signals,3
208,42427322,40.718913,-73.999234,,,3
209,42427324,40.7198029,-73.9985112,,traffic_signals,4
210,42427327,40.720836,-73.997655,,traffic_signals,4
211,42427335,40.7152176,-73.9842518,,traffic_signals,4
212,42427337,40.7161377,-73.9836386,,,3
213,42427340,40.7166776,-73.9833624,,,4
214,42427345,40.717175,-73.9831071,,,4
215,42427346,40.7183141,-73.9825206,,traffic_signals,3
216,42427352,40.7194672,-73.981927,,traffic_signals,4
217,42427358,40.7206493,-73.9813183,,traffic_signals,4
218,42427369,40.7396792,-73.9909583,,traffic_signals,4
219,42427371,40.7410305,-73.9941671,,traffic_signals,4
220,42427374,40.742228,-73.997007,,traffic_signals,4
221,42427381,40.7434266,-73.9998517,,traffic_signals,4
222,42427386,40.7446399,-74.0027323,,traffic_signals,4
223,42427390,40.745816,-74.005535,,traffic_signals,4
224,42427393,40.746795,-74.0078599,,traffic_signals,3
225,42427411,40.708135,-74.0166314,,stop,3
226,42427412,40.708457,-74.017398,,,4
227,42427423,40.7435682,-73.9923179,,traffic_signals,4
228,42427426,40.744765,-73.9951595,,traffic_signals,4
229,42427427,40.7459612,-73.998,,traffic_signals,4
230,42427477,40.7471747,-74.0008813,,traffic_signals,4
231,42427483,40.748355,-74.003684,,traffic_signals,4
232,42427494,40.7502561,-74.0082754,,traffic_signals,4
233,42427504,40.8716544,-73.9112343,,,3
234,42427507,40.8722414,-73.9126036,,traffic_signals,4
235,42427519,40.8123183,-73.9522263,,,3
236,42427523,40.81294,-73.95177,,,3
237,42427531,40.813567,-73.951322,,,3
238,42427538,40.814187,-73.95086,,,3
239,42427649,40.8179231,-73.9497399,,,3
240,42427735,40.821494,-73.9485379,,traffic_signals,4
241,42427742,40.714251,-73.9808938,,traffic_signals,4
242,42427744,40.7135531,-73.9808346,,traffic_signals,4
243,42427750,40.7115207,-73.9806225,,,3
244,42427762,40.76366,-73.973464,,traffic_signals,4
245,42427764,40.7639334,-73.974111,,,3
246,42427768,40.855598,-73.927319,,,3
247,42427769,40.856182,-73.928716,,traffic_signals,4
248,42427773,40.8566083,-73.9297266,,,3
249,42427780,40.857841,-73.932043,,traffic_signals,3
250,42427782,40.858113,-73.932983,,,3
251,42427786,40.745301,-73.986846,,traffic_signals,4
252,42427787,40.7460455,-73.9886122,,traffic_signals,4
253,42427797,40.746659,-73.990067,,traffic_signals,4
254,42427805,40.7478553,-73.9929106,,traffic_signals,4
255,42427812,40.7490521,-73.9957492,,traffic_signals,4
256,42427817,40.7502567,-73.998626,,traffic_signals,4
257,42427821,40.7514485,-74.0014254,,traffic_signals,4
258,42427824,40.7526457,-74.0042703,,traffic_signals,4
259,42427828,40.75379,-74.0070337,,traffic_signals,4
260,42427834,40.8134293,-73.9371437,,,3
261,42427844,40.8621121,-73.9300037,,traffic_signals,3
262,42427846,40.8622107,-73.9296676,,,3
263,42427849,40.8626215,-73.9286059,,,3
264,42427852,40.862926,-73.927766,,traffic_signals,4
265,42427855,40.863238,-73.926923,,traffic_signals,4
266,42427859,40.863575,-73.926011,,traffic_signals,4
267,42427863,40.864403,-73.923767,,traffic_signals,4
268,42427867,40.8651,-73.921884,,traffic_signals,4
269,42427870,40.865797,-73.919996,,traffic_signals,4
270,42427873,40.866315,-73.918596,,traffic_signals,4
271,42427877,40.866813,-73.917205,,traffic_signals,3
272,42427881,40.8272063,-73.9424535,,traffic_signals,4
273,42427883,40.827823,-73.941997,,,3
274,42427888,40.828447,-73.94154,,,3
275,42427891,40.829083,-73.941078,,,3
276,42427894,40.830292,-73.9402243,,traffic_signals,4
277,42427915,40.7820374,-73.9717336,,traffic_signals,4
278,42427926,40.8745523,-73.9096352,,traffic_signals,4
279,42427934,40.8746713,-73.9110993,,,3
280,42427936,40.8750497,-73.9122655,,,3
281,42427939,40.8756706,-73.9128004,,,3
282,42427956,40.7045537,-74.0094775,,,4
283,42427965,40.759913,-73.958809,,traffic_signals,4
284,42427968,40.7605433,-73.9583477,,traffic_signals,4
285,42427970,40.7611623,-73.9579282,,traffic_signals,5
286,42427972,40.7617963,-73.9574532,,traffic_signals,3
287,42427975,40.7624221,-73.9569952,,traffic_signals,3
288,42427979,40.7630478,-73.9565374,,traffic_signals,3
289,42427985,40.7636674,-73.956084,,traffic_signals,3
290,42427991,40.7642963,-73.9556238,,traffic_signals,4
291,42427996,40.7649208,-73.9551668,,traffic_signals,3
292,42428003,40.765554,-73.9547034,,traffic_signals,3
293,42428005,40.7661805,-73.9542449,,traffic_signals,4
294,42428007,40.7668593,-73.9537482,,traffic_signals,4
295,42428010,40.7675414,-73.953249,,traffic_signals,4
296,42428012,40.7681847,-73.9527843,,traffic_signals,4
297,42428013,40.7688236,-73.9523229,,traffic_signals,4
298,42428014,40.7694526,-73.9518686,,traffic_signals,4
299,42428015,40.7700762,-73.9514149,,traffic_signals,4
300,42428016,40.7707103,-73.9509381,,traffic_signals,4
301,42428020,40.7714021,-73.9504368,,traffic_signals,4
302,42428022,40.7720657,-73.9499424,,traffic_signals,4
303,42428024,40.7727099,-73.9494729,,traffic_signals,4
304,42428027,40.773343,-73.9490092,,traffic_signals,4
305,42428029,40.7739762,-73.9485506,,traffic_signals,4
306,42428032,40.7746141,-73.9480817,,traffic_signals,4
307,42428034,40.7752458,-73.9476241,,traffic_signals,4
308,42428037,40.775929,-73.947122,,traffic_signals,4
309,42428039,40.7766012,-73.9466301,,traffic_signals,4
310,42428043,40.7772273,-73.9461727,,traffic_signals,4
311,42428045,40.7778572,-73.9457131,,traffic_signals,4
312,42428047,40.7784828,-73.9452574,,traffic_signals,4
313,42428049,40.779146,-73.9447758,,traffic_signals,3
314,42428052,40.7797706,-73.9443355,,traffic_signals,5
315,42428061,40.7812798,-73.9759984,,traffic_signals,3
316,42428063,40.7824641,-73.9788209,,traffic_signals,4
317,42428065,40.7832069,-73.9805809,,traffic_signals,4
318,42428068,40.7836627,-73.9816684,,traffic_signals,4
319,42428072,40.784357,-73.9833075,,traffic_signals,3
320,42428080,40.8474237,-73.9313827,,traffic_signals,3
321,42428082,40.848038,-73.932849,,traffic_signals,4
322,42428086,40.848626,-73.934239,,traffic_signals,4
323,42428090,40.849145,-73.935471,,traffic_signals,4
324,42428094,40.849541,-73.936397,,traffic_signals,4
325,42428103,40.8501784,-73.9396399,,,4
326,42428107,40.8503746,-73.940603,,stop,3
327,42428114,40.848223,-73.9414149,,,3
328,42428124,40.8513418,-73.9402247,,traffic_signals,4
329,42428130,40.854677,-73.938652,,,3
330,42428134,40.8556043,-73.9379223,,traffic_signals,4
331,42428144,40.8573519,-73.936584,,,3
332,42428170,40.7371276,-73.9903368,,traffic_signals,3
333,42428174,40.7378014,-73.9901312,,traffic_signals,4
334,42428179,40.7384888,-73.9899514,,traffic_signals,4
335,42428183,40.739176,-73.9897657,,traffic_signals,4
336,42428192,40.7398576,-73.9895753,,traffic_signals,4
337,42428198,40.7405826,-73.9893518,,traffic_signals,4
338,42428201,40.7413706,-73.9891329,,traffic_signals,4
339,42428206,40.7422193,-73.9891036,,traffic_signals,3
340,42428212,40.7430463,-73.9891667,,traffic_signals,4
341,42428216,40.7438037,-73.9890293,,traffic_signals,4
342,42428220,40.7445356,-73.9888931,,traffic_signals,4
343,42428223,40.7452886,-73.9887531,,traffic_signals,5
344,42428227,40.7468077,-73.9884704,,traffic_signals,4
345,42428232,40.7475512,-73.9883321,,traffic_signals,4
346,42428253,40.7506824,-73.9878205,,traffic_signals,3
347,42428258,40.751444,-73.9876732,,traffic_signals,4
348,42428264,40.7521844,-73.9875229,,traffic_signals,4
349,42428268,40.7529083,-73.9873363,,traffic_signals,4
350,42428272,40.753627,-73.987107,,traffic_signals,4
351,42428277,40.754331,-73.9868871,,traffic_signals,4
352,42428283,40.755051,-73.9866613,,traffic_signals,4
353,42428287,40.7558122,-73.9864171,,traffic_signals,3
354,42428297,40.7579634,-73.9855335,,traffic_signals,4
355,42428303,40.7594263,-73.9851384,,traffic_signals,3
356,42428305,40.7601316,-73.9848631,,traffic_signals,4
357,42428307,40.7608012,-73.9845109,,traffic_signals,4
358,42428308,40.7614503,-73.9840983,,traffic_signals,4
359,42428310,40.7620858,-73.9836782,,traffic_signals,4
360,42428312,40.7627246,-73.9832662,,traffic_signals,4
361,42428313,40.763382,-73.9829033,,traffic_signals,4
362,42428315,40.764058,-73.9825176,,traffic_signals,4
363,42428321,40.7647568,-73.9822627,,traffic_signals,4
364,42428328,40.7654683,-73.9820384,,traffic_signals,4
365,42428329,40.7663007,-73.9818927,,traffic_signals,4
366,42428332,40.7671415,-73.981762,,traffic_signals,4
367,42428345,40.7045956,-74.014223,,traffic_signals,3
368,42428365,40.7058713,-74.0132769,,traffic_signals,4
369,42428368,40.7074505,-74.0119439,,traffic_signals,3
370,42428371,40.7082967,-74.0112329,,traffic_signals,3
371,42428373,40.7085817,-74.0109934,,,3
372,42428374,40.7087855,-74.0108222,,traffic_signals,4
373,42428376,40.709798,-74.0099714,,traffic_signals,4
374,42428377,40.7103215,-74.0095316,,,3
375,42428379,40.7104064,-74.0094602,,traffic_signals,3
376,42428385,40.7108847,-74.0090583,,traffic_signals,4
377,42428391,40.7113846,-74.0086478,,traffic_signals,5
378,42428402,40.7146812,-74.0058865,,traffic_signals,4
379,42428405,40.715236,-74.00542,,traffic_signals,3
380,42428408,40.71576,-74.004976,,traffic_signals,3
381,42428411,40.7162869,-74.0045303,,traffic_signals,4
382,42428420,40.717449,-74.003533,,traffic_signals,4
383,42428425,40.7180338,-74.003043,,traffic_signals,4
384,42428428,40.7186389,-74.0025285,,traffic_signals,4
385,42428431,40.719153,-74.002091,,,3
386,42428433,40.7194058,-74.0018769,,traffic_signals,4
387,42428434,40.719938,-74.001425,,traffic_signals,4
388,42428436,40.7208634,-74.0006449,,traffic_signals,4
389,42428438,40.7217891,-73.9998554,,traffic_signals,4
390,42428441,40.723021,-73.998812,,traffic_signals,4
391,42428444,40.724235,-73.997785,,traffic_signals,4
392,42428447,40.7255012,-73.9967146,,traffic_signals,4
393,42428454,40.727211,-73.99527,,traffic_signals,3
394,42428458,40.7278266,-73.9947496,,traffic_signals,4
395,42428460,40.728412,-73.994252,,traffic_signals,4
396,42428464,40.729008,-73.993747,,traffic_signals,3
397,42428468,40.72958,-73.993262,,traffic_signals,3
398,42428471,40.730079,-73.992841,,traffic_signals,3
399,42428473,40.7306011,-73.9923997,,traffic_signals,4
400,42428476,40.731166,-73.991921,,traffic_signals,4
401,42428480,40.7317445,-73.9914619,,traffic_signals,4
402,42428483,40.732449,-73.991289,,traffic_signals,3
403,42428489,40.733214,-73.991114,,traffic_signals,4
404,42428491,40.733978,-73.990945,,traffic_signals,4
405,42428524,40.7040559,-74.0132,,,3
406,42428529,40.705045,-74.0133173,,stop,3
407,42428570,40.7689456,-73.9822067,,traffic_signals,4
408,42428575,40.7706087,-73.9822655,,traffic_signals,4
409,42428579,40.7714459,-73.9822732,,traffic_signals,4
410,42428588,40.7726643,-73.9822975,,,4
411,42428590,40.7730913,-73.982316,,,4
412,42428595,40.7739304,-73.9823484,,traffic_signals,4
413,42428598,40.7747353,-73.9823166,,traffic_signals,4
414,42428601,40.7755452,-73.9822846,,traffic_signals,4
415,42428604,40.7763504,-73.9822527,,traffic_signals,4
416,42428610,40.7771394,-73.9822224,,traffic_signals,4
417,42428634,40.7787921,-73.9820581,,traffic_signals,4
418,42428637,40.7795997,-73.9818489,,traffic_signals,4
419,42428640,40.7803332,-73.9816348,,traffic_signals,4
420,42428643,40.7810582,-73.9814257,,traffic_signals,4
421,42428645,40.7818019,-73.9811764,,traffic_signals,4
422,42428648,40.7825164,-73.9809212,,traffic_signals,4
423,42428653,40.783893,-73.9800838,,traffic_signals,4
424,42428657,40.7852008,-73.9791229,,traffic_signals,4
425,42428661,40.7858192,-73.9786487,,traffic_signals,4
426,42428663,40.7864652,-73.9781723,,traffic_signals,4
427,42428670,40.7876892,-73.9771797,,traffic_signals,4
428,42428674,40.7883609,-73.9766072,,traffic_signals,4
429,42428678,40.788995,-73.9760614,,traffic_signals,4
430,42428682,40.7896182,-73.9755987,,traffic_signals,4
431,42428689,40.7908742,-73.9746797,,traffic_signals,4
432,42428695,40.7915093,-73.974213,,traffic_signals,4
433,42428701,40.7921441,-73.9737551,,traffic_signals,4
434,42428705,40.792771,-73.9732956,,traffic_signals,4
435,42428709,40.7933947,-73.9728492,,traffic_signals,4
436,42428711,40.794038,-73.9724164,,traffic_signals,4
437,42428714,40.7947185,-73.9718978,,traffic_signals,4
438,42428716,40.7953835,-73.9714047,,traffic_signals,4
439,42428720,40.7960068,-73.9709401,,traffic_signals,4
440,42428723,40.7966365,-73.9704795,,traffic_signals,4
441,42428725,40.7972661,-73.9700162,,traffic_signals,4
442,42428728,40.7978923,-73.9695597,,traffic_signals,4
443,42428737,40.7985191,-73.9691049,,traffic_signals,4
444,42428742,40.7991535,-73.9686574,,traffic_signals,4
445,42428746,40.7998293,-73.9683196,,traffic_signals,4
446,42428751,40.8005442,-73.9680997,,traffic_signals,4
447,42428760,40.8022513,-73.9679079,,traffic_signals,4
448,42428770,40.8036112,-73.9672429,,traffic_signals,4
449,42428782,40.8042102,-73.9667891,,crossing,4
450,42428790,40.8048633,-73.9663136,,,4
451,42428799,40.8054904,-73.9658601,,traffic_signals,4
452,42428807,40.8061176,-73.9654027,,traffic_signals,4
453,42428814,40.8067507,-73.9649437,,traffic_signals,4
454,42428833,40.8073871,-73.9644889,,traffic_signals,4
455,42428844,40.8112589,-73.9616861,,traffic_signals,3
456,42428858,40.8151853,-73.9588359,,traffic_signals,4
457,42428863,40.8158098,-73.9583906,,traffic_signals,4
458,42428873,40.8176184,-73.9570603,,traffic_signals,4
459,42428876,40.8182375,-73.9566189,,traffic_signals,4
460,42428892,40.8201687,-73.9552062,,traffic_signals,4
461,42428912,40.8214465,-73.9542759,,,4
462,42428913,40.8220806,-73.9538135,,,4
463,42428914,40.822698,-73.9533594,,,4
464,42428917,40.823318,-73.9529044,,,4
465,42428919,40.8239402,-73.9524477,,traffic_signals,4
466,42428922,40.8245785,-73.9519855,,traffic_signals,4
467,42428926,40.8251983,-73.9515358,,traffic_signals,4
468,42428928,40.8258119,-73.9510825,,traffic_signals,4
469,42428931,40.8264958,-73.9505823,,traffic_signals,4
470,42428934,40.8271631,-73.9500994,,traffic_signals,4
471,42428936,40.8277858,-73.9496453,,traffic_signals,4
472,42428939,40.8284141,-73.949184,,traffic_signals,4
473,42428941,40.8290398,-73.948729,,traffic_signals,4
474,42428944,40.8296535,-73.9482817,,traffic_signals,4
475,42428947,40.8302751,-73.9478285,,traffic_signals,4
476,42428951,40.8309006,-73.9473687,,traffic_signals,4
477,42428953,40.8315246,-73.9469124,,traffic_signals,4
478,42428956,40.8328285,-73.9459609,,traffic_signals,4
479,42428958,40.8334857,-73.945481,,traffic_signals,4
480,42428961,40.8341411,-73.9450015,,traffic_signals,4
481,42428962,40.834739,-73.9445661,,traffic_signals,4
482,42428964,40.8359959,-73.9436514,,traffic_signals,4
483,42428965,40.8366143,-73.9431927,,traffic_signals,4
484,42428966,40.8372479,-73.9427349,,traffic_signals,4
485,42428967,40.8378398,-73.9422972,,traffic_signals,4
486,42428970,40.8384885,-73.9418259,,traffic_signals,4
487,42428973,40.8392425,-73.9412769,,traffic_signals,4
488,42428975,40.8399295,-73.9407749,,traffic_signals,3
489,42428978,40.8411266,-73.9398609,,traffic_signals,4
490,42428980,40.8416786,-73.9392999,,traffic_signals,4
491,42428984,40.842436,-73.939255,,traffic_signals,4
492,42428985,40.843223,-73.939177,,traffic_signals,4
493,42428989,40.843942,-73.939025,,traffic_signals,4
494,42428994,40.8446886,-73.9388653,,traffic_signals,4
495,42428998,40.8454318,-73.9386774,,traffic_signals,4
496,42429002,40.846193,-73.938451,,traffic_signals,3
497,42429006,40.8469437,-73.938228,,traffic_signals,4
498,42429011,40.847558,-73.938036,,traffic_signals,3
499,42429013,40.847711,-73.937975,,traffic_signals,3
500,42429017,40.8483904,-73.9376885,,traffic_signals,4
501,42429023,40.8489682,-73.9370276,,traffic_signals,4
502,42429029,40.8501764,-73.9357231,,traffic_signals,4
503,42429032,40.850774,-73.935426,,traffic_signals,3
504,42429035,40.851434,-73.935083,,traffic_signals,3
505,42429044,40.852058,-73.934776,,traffic_signals,4
506,42429058,40.852729,-73.93443,,,3
507,42429072,40.8532,-73.934193,,traffic_signals,3
508,42429083,40.8541572,-73.9337034,,traffic_signals,4
509,42429094,40.855335,-73.933312,,traffic_signals,3
510,42429100,40.856503,-73.932761,,,3
511,42429104,40.856716,-73.932631,,traffic_signals,3
512,42429109,40.858271,-73.931818,,traffic_signals,3
513,42429174,40.860641,-73.930771,,traffic_signals,3
514,42429184,40.8634187,-73.9300194,,traffic_signals,3
515,42429211,40.8646634,-73.9289023,,traffic_signals,3
